day,day_title,En,zh
45,背部和後頸部的深層肌群,Splenius Capitis,頭夾肌
45,背部和後頸部的深層肌群,Splenius Cervicis,頸夾肌
45,背部和後頸部的深層肌群,Splenius,夾肌
45,背部和後頸部的深層肌群,Sternocleidomastoid Muscle,胸鎖乳突肌
45,背部和後頸部的深層肌群,Suboccipital Muscles,枕下肌群
45,背部和後頸部的深層肌群,Superior Nuchal Line,上項線
45,背部和後頸部的深層肌群,Transverse Process,橫突
45,背部和後頸部的深層肌群,Transversospinalis Group,橫棘肌群
45,背部和後頸部的深層肌群,Vertebra,脊椎
46,骨性胸廓與後腹壁的肌群,12Th Rib,第12肋
46,骨性胸廓與後腹壁的肌群,5Th Thoracic Vertebra,第五胸椎骨
46,骨性胸廓與後腹壁的肌群,Abdominal Aorta,腹主動脈
46,骨性胸廓與後腹壁的肌群,Aorta,主動脈
46,骨性胸廓與後腹壁的肌群,Aortic Hiatus,主動脈裂孔
46,骨性胸廓與後腹壁的肌群,Aponeurotic Arch,腱弓
46,骨性胸廓與後腹壁的肌群,Azygos Vein,奇靜脈
46,骨性胸廓與後腹壁的肌群,Central Tendon Of Diaphragm,橫膈的中央腱
46,骨性胸廓與後腹壁的肌群,Central Tendon,中心腱
46,骨性胸廓與後腹壁的肌群,Esophageal Hiatus,食道裂孔
46,骨性胸廓與後腹壁的肌群,Esophagus,食道
46,骨性胸廓與後腹壁的肌群,External Intercostal Membrane,外肋間膜
46,骨性胸廓與後腹壁的肌群,External Intercostal,外肋間肌
46,骨性胸廓與後腹壁的肌群,Flexor Of Femur,股骨的屈肌
46,骨性胸廓與後腹壁的肌群,Iliac Crest,髂嵴
46,骨性胸廓與後腹壁的肌群,Iliac Fossa,髂窩
46,骨性胸廓與後腹壁的肌群,Iliacus,髂肌
46,骨性胸廓與後腹壁的肌群,Iliopsoas,髂腰肌
46,骨性胸廓與後腹壁的肌群,Inferior Vena Cava,下腔靜脈
46,骨性胸廓與後腹壁的肌群,Inguinal Ligament,腹股溝韌帶
46,骨性胸廓與後腹壁的肌群,Innermost Intercostal,最內肋間肌
46,骨性胸廓與後腹壁的肌群,Intercostal Membrane,肋間膜
46,骨性胸廓與後腹壁的肌群,Intercostal Muscle,肋間肌
46,骨性胸廓與後腹壁的肌群,Intercostal Vessels,肋間血管
46,骨性胸廓與後腹壁的肌群,Intercostal Nerve,肋間神經
46,骨性胸廓與後腹壁的肌群,Internal Intercostal,內肋間肌
46,骨性胸廓與後腹壁的肌群,Lateral Arcuate Ligament,外側弓狀韌帶
46,骨性胸廓與後腹壁的肌群,Lateral Flexor,側屈肌
46,骨性胸廓與後腹壁的肌群,Left Crus,左膈腳
46,骨性胸廓與後腹壁的肌群,Lesser Trochanter,小轉子
46,骨性胸廓與後腹壁的肌群,Medial Arcuate Ligament,內側弓狀韌帶
46,骨性胸廓與後腹壁的肌群,Muscular Crura,肌性腳
46,骨性胸廓與後腹壁的肌群,Phrenic Nerve,膈神經
46,骨性胸廓與後腹壁的肌群,Posterior Iliac Crest,髂後嵴
46,骨性胸廓與後腹壁的肌群,Psoas Major Muscle,腰大肌
46,骨性胸廓與後腹壁的肌群,Psoas Minor Muscle,腰小肌
46,骨性胸廓與後腹壁的肌群,Quadratus Lumborum Muscle,腰方肌
46,骨性胸廓與後腹壁的肌群,Right Crus,右膈腳
46,骨性胸廓與後腹壁的肌群,Sternum,胸骨
46,骨性胸廓與後腹壁的肌群,Subcostal Muscle,肋下肌
46,骨性胸廓與後腹壁的肌群,Sup. Pubic Ramus,恥骨上枝
46,骨性胸廓與後腹壁的肌群,Thoracic Diaphragm,胸膈/橫膈
46,骨性胸廓與後腹壁的肌群,Transversus Thoracis Muscle,胸橫肌
46,骨性胸廓與後腹壁的肌群,Xiphoid Process,劍突
47,前腹壁與腹股溝部的肌群,5Th Rib,第五肋
47,前腹壁與腹股溝部的肌群,Anterior Superior Iliac Spine,髂前上棘
47,前腹壁與腹股溝部的肌群,Aponeurosis,腱膜
47,前腹壁與腹股溝部的肌群,Arcuate Line,弓狀線
47,前腹壁與腹股溝部的肌群,Conjoint Tendon,聯合腱
47,前腹壁與腹股溝部的肌群,Cremaster Muscle,提睪肌
47,前腹壁與腹股溝部的肌群,Cremasteric Fascia,提睪肌筋膜
47,前腹壁與腹股溝部的肌群,Cremasteric Spermatic Fascia,精索提睪肌筋膜
47,前腹壁與腹股溝部的肌群,Dartos Muscle,陰囊肉膜
47,前腹壁與腹股溝部的肌群,Deep Inguinal Ring,腹股溝深環
47,前腹壁與腹股溝部的肌群,Epididymis,副睪
47,前腹壁與腹股溝部的肌群,External Oblique,外斜肌
47,前腹壁與腹股溝部的肌群,External Spermatic Fascia,精索外筋膜
47,前腹壁與腹股溝部的肌群,Falx Inguinalis,腹股溝鐮
47,前腹壁與腹股溝部的肌群,Inguinal Canal,腹股溝管
47,前腹壁與腹股溝部的肌群,Inguinal Ligament,腹股溝韌帶
47,前腹壁與腹股溝部的肌群,Internal Oblique,內斜肌
47,前腹壁與腹股溝部的肌群,Internal Spermatic Fascia,精索內筋膜
47,前腹壁與腹股溝部的肌群,Latissimus Dorsi Muscle,背闊肌
47,前腹壁與腹股溝部的肌群,Linea Alba,白線
47,前腹壁與腹股溝部的肌群,Pectoralis Major Muscle,胸大肌
47,前腹壁與腹股溝部的肌群,Penis,陰莖
47,前腹壁與腹股溝部的肌群,Peritoneum,腹膜
47,前腹壁與腹股溝部的肌群,Posterior Sheath Of Rectus Abdominis,腹直肌後鞘
47,前腹壁與腹股溝部的肌群,Pubic Crest,恥骨嵴
47,前腹壁與腹股溝部的肌群,Pubic Tubercle,恥骨結節
47,前腹壁與腹股溝部的肌群,Pyramidalis Muscle,錐狀肌
47,前腹壁與腹股溝部的肌群,Rectus Abdominis,腹直肌
47,前腹壁與腹股溝部的肌群,Round Ligament,圓韌帶
47,前腹壁與腹股溝部的肌群,Scrotum,陰囊
47,前腹壁與腹股溝部的肌群,Serratus Anterior Muscle,前鋸肌
47,前腹壁與腹股溝部的肌群,Sheath Of Rectus Abdominis,腹直肌鞘
47,前腹壁與腹股溝部的肌群,Skin And Fat Of Scrotum,陰囊的外皮和脂肪
47,前腹壁與腹股溝部的肌群,Spermatic Cord,精索
47,前腹壁與腹股溝部的肌群,Sternum,胸骨
47,前腹壁與腹股溝部的肌群,Superficial Fascia,淺筋膜
47,前腹壁與腹股溝部的肌群,Superficial Inguinal Ring,腹股溝淺環
47,前腹壁與腹股溝部的肌群,Tendinous Segment,腱節段
47,前腹壁與腹股溝部的肌群,Testis,睪丸
47,前腹壁與腹股溝部的肌群,Thoracolumbar Fascia,胸腰筋膜
47,前腹壁與腹股溝部的肌群,Transversalis Fascia,腹橫筋膜
47,前腹壁與腹股溝部的肌群,Transversus Abdominis,腹橫肌
47,前腹壁與腹股溝部的肌群,Umbilicus,臍
48,骨盆的肌群,Anococcygeal Ligament,肛尾韌帶
48,骨盆的肌群,Anterior Sacrococcygeal Ligament,前薦尾韌帶
48,骨盆的肌群,Anterior Superior Iliac Spine,髂前上棘
48,骨盆的肌群,Arcuate Line Of Ilium,髂骨弓狀線
48,骨盆的肌群,Arcuate Line,弓狀線
48,骨盆的肌群,Coccygeus,尾骨肌
48,骨盆的肌群,Coccyx,尾骨
48,骨盆的肌群,Fascia-Covered Obturator Foramen,被筋膜覆蓋的閉孔
48,骨盆的肌群,Femur,股骨
48,骨盆的肌群,Greater Trochanter,大轉子
48,骨盆的肌群,Hiatus For Urethra,尿道的通行裂孔
48,骨盆的肌群,Hip Joint,髖關節
48,骨盆的肌群,Iliococcygeus,髂尾肌
48,骨盆的肌群,Ischial Spine,坐骨棘
48,骨盆的肌群,Ischial Tuberosity,坐骨粗隆
48,骨盆的肌群,L5 Vertebra,第五腰椎
48,骨盆的肌群,Lesser Sciatic Foramen,坐骨小孔
48,骨盆的肌群,Levator Ani,提肛肌
48,骨盆的肌群,Levator Prostatae,攝護腺提肌
48,骨盆的肌群,Levator Vaginalis,陰道提肌
48,骨盆的肌群,Obturator Canal,閉孔管
48,骨盆的肌群,Obturator Internus,閉孔內肌
48,骨盆的肌群,Pelvic Diaphragm,骨盆膈
48,骨盆的肌群,Pelvic Wall,骨盆壁
48,骨盆的肌群,Piriformis,梨狀肌
48,骨盆的肌群,Pubic Symphysis,恥骨聯合
48,骨盆的肌群,Pubococcygeus,恥骨尾骨肌
48,骨盆的肌群,Puborectalis,恥骨直腸肌
48,骨盆的肌群,Rectum,直腸
48,骨盆的肌群,Sacral Promontory,薦骨岬
48,骨盆的肌群,Sacroiliac Joint,薦髂關節
48,骨盆的肌群,Sacrospinous Ligament,薦棘韌帶
48,骨盆的肌群,Sacrotuberous Ligament,薦結節韌帶
48,骨盆的肌群,Sacrum,薦骨
48,骨盆的肌群,Sciatic Nerve,坐骨神經
48,骨盆的肌群,Tendinous Arch,腱弓
48,骨盆的肌群,Urethra,尿道
48,骨盆的肌群,Urogenital Diaphragm,泌尿生殖膈
48,骨盆的肌群,Vagina,陰道
49,會陰部的肌群,Acetabulum,髖臼
49,會陰部的肌群,Adductor Muscles,內收肌群
49,會陰部的肌群,Anal Triangle,肛門三角
49,會陰部的肌群,Anococcygeal Ligament,肛尾韌帶
49,會陰部的肌群,Anterior Recess Of Ischiorectal Fossa,坐骨直腸窩的前隱窩
49,會陰部的肌群,Anterior Recess,前隱窩
49,會陰部的肌群,Anterior Superior Iliac Spine,髂前上棘
49,會陰部的肌群,Anus,肛門
49,會陰部的肌群,Bulbospongiosus Muscle,球海綿體肌
49,會陰部的肌群,Clitoris,陰蒂
49,會陰部的肌群,Coccyx,尾骨
49,會陰部的肌群,Corpus Clitoridis,陰蒂體
49,會陰部的肌群,Corpus Spongiosum,尿道海綿體
49,會陰部的肌群,Crus Of Penis,陰莖腳
49,會陰部的肌群,Deep Transverse Perineal Muscle,會陰深橫肌
49,會陰部的肌群,External Sphincter Ani Muscle,肛門外括約肌
49,會陰部的肌群,External Urethral Sphincter Muscle,尿道外括約肌
49,會陰部的肌群,Frenulum,繫帶
49,會陰部的肌群,Gluteus Maximus,臀大肌
49,會陰部的肌群,Iliococcygeus Muscle,髂骨尾骨肌/髂尾肌
49,會陰部的肌群,Ischial Tuberosity,坐骨粗隆
49,會陰部的肌群,Ischiocavernosus Muscle,坐骨海綿體肌
49,會陰部的肌群,Ischiopubic Ramus,坐骨恥骨枝
49,會陰部的肌群,Ischiorectal Fossa,坐骨直腸窩
49,會陰部的肌群,Levator Ani Muscle,提肛肌
49,會陰部的肌群,Membranous Urethra,尿道膜部
49,會陰部的肌群,Obturator Foramen,閉孔
49,會陰部的肌群,Obturator Internus Muscle,閉孔內肌
49,會陰部的肌群,Pelvic Diaphragm,骨盆膈
49,會陰部的肌群,Penile Bulb,陰莖球
49,會陰部的肌群,Penis,陰莖
49,會陰部的肌群,Perineal Body,會陰體
49,會陰部的肌群,Perineal Membrane,會陰膜
49,會陰部的肌群,Perineum,會陰
49,會陰部的肌群,Prepuce,包皮
49,會陰部的肌群,Prostatic Urethra,尿道攝護腺部
49,會陰部的肌群,Prostate,攝護腺
49,會陰部的肌群,Pubic Tubercle,恥骨結節
49,會陰部的肌群,Pubococcygeus Muscle,恥骨尾骨肌
49,會陰部的肌群,Raphe,縫
49,會陰部的肌群,Sacrotuberous Ligament,薦結節韌帶
49,會陰部的肌群,Spermatic Cord,精索
49,會陰部的肌群,Superficial Transverse Perineal Muscle,會陰淺橫肌
49,會陰部的肌群,Superior Transverse Perineal Muscle,會陰上橫肌
49,會陰部的肌群,Symphysis Pubis,恥骨聯合
49,會陰部的肌群,Urethra,尿道
49,會陰部的肌群,Urogenital Diaphragm,泌尿生殖膈
49,會陰部的肌群,Vagina,陰道
50,穩定肩胛骨的肌群,Acromion,肩峰
50,穩定肩胛骨的肌群,C4,第4頸椎
50,穩定肩胛骨的肌群,C7 Spinous Process,第7頸椎棘突
50,穩定肩胛骨的肌群,Clavicle,鎖骨
50,穩定肩胛骨的肌群,Coracoid Process,喙突
50,穩定肩胛骨的肌群,Costal Surface,肋面
50,穩定肩胛骨的肌群,Levator Scapulae,提肩胛肌
50,穩定肩胛骨的肌群,Medial Border,內側緣
50,穩定肩胛骨的肌群,Nuchal Ligament,項韌帶
50,穩定肩胛骨的肌群,Pectoralis Minor,胸小肌
50,穩定肩胛骨的肌群,Rhomboid Major Muscle,大菱形肌
50,穩定肩胛骨的肌群,Rhomboid Minor Muscle,小菱形肌
50,穩定肩胛骨的肌群,Scapular Spine,肩胛棘
50,穩定肩胛骨的肌群,Semispinalis Capitis,頭半棘肌
50,穩定肩胛骨的肌群,Serratus Anterior,前鋸肌
50,穩定肩胛骨的肌群,Spine,棘
50,穩定肩胛骨的肌群,Splenius Capitis,頭夾肌
50,穩定肩胛骨的肌群,Sternocleidomastoid,胸鎖乳突肌
50,穩定肩胛骨的肌群,Superior Angle,上角
50,穩定肩胛骨的肌群,Superior Nuchal Line,上項線
50,穩定肩胛骨的肌群,T12,第12 節胸椎
50,穩定肩胛骨的肌群,Transverse Process Of Atlas,寰椎（第一頸椎）的橫突
50,穩定肩胛骨的肌群,Trapezius,斜方肌
50,穩定肩胛骨的肌群,Vertebral Border Of Scapula,肩胛骨脊柱緣
51,旋轉袖肌群,Abduction,外展
51,旋轉袖肌群,Acromioclavicular Joint,肩峰鎖骨關節/肩鎖關節
51,旋轉袖肌群,Acromion,肩峰
51,旋轉袖肌群,Articular Capsule,關節囊
51,旋轉袖肌群,Biceps Brachii,肱二頭肌
51,旋轉袖肌群,Short Head,短頭
51,旋轉袖肌群,Bursa,滑液囊
51,旋轉袖肌群,Clavicle,鎖骨
51,旋轉袖肌群,Coracoacromial Ligament,喙肩韌帶
51,旋轉袖肌群,Coracobrachialis,喙肱肌
51,旋轉袖肌群,Coracoid Process,喙突
51,旋轉袖肌群,Deltoid Tuberosity,三角肌粗隆
51,旋轉袖肌群,Deltoid,三角肌
51,旋轉袖肌群,Greater Tubercle,大結節
51,旋轉袖肌群,Head Of Humerus,肱骨頭
51,旋轉袖肌群,Humerus,肱骨
51,旋轉袖肌群,Infraglenoid Tubercle,盂下結節
51,旋轉袖肌群,Infraspinatus,棘下肌
51,旋轉袖肌群,Intertubercular Groove,結節間溝
51,旋轉袖肌群,Lateral Rotation,外旋
51,旋轉袖肌群,Latissimus Dorsi,背闊肌
51,旋轉袖肌群,Lesser Tubercle,小結節
51,旋轉袖肌群,Levator Scapulae,提肩胛肌
51,旋轉袖肌群,Ligament,韌帶
51,旋轉袖肌群,Long Tendon Of Biceps Brachii,肱二頭肌長頭肌腱
51,旋轉袖肌群,Medial Margin,內側緣
51,旋轉袖肌群,Medial Rotation,內旋
51,旋轉袖肌群,Pectoralis Major,胸大肌
51,旋轉袖肌群,Pectoralis Minor,胸小肌
51,旋轉袖肌群,Rhomboid Major,大菱形肌
51,旋轉袖肌群,Rhomboid Minor,小菱形肌
51,旋轉袖肌群,Rotator Cuff Muscles,旋轉袖肌群
51,旋轉袖肌群,Scapula,肩胛骨
51,旋轉袖肌群,Serratus Anterior,前鋸肌
51,旋轉袖肌群,Shaft,骨幹
51,旋轉袖肌群,Shoulder Joint,肩關節
51,旋轉袖肌群,Subacromial Bursa,肩峰下滑液囊
51,旋轉袖肌群,Subscapularis,肩胛下肌
51,旋轉袖肌群,Supraspinatus,棘上肌
51,旋轉袖肌群,Teres Major,大圓肌
51,旋轉袖肌群,Teres Minor,小圓肌
51,旋轉袖肌群,Trapezius,斜方肌
52,肩關節的動作肌群,Acromion,肩峰
52,肩關節的動作肌群,Biceps Brachii,肱二頭肌
52,肩關節的動作肌群,Clavicle,鎖骨
52,肩關節的動作肌群,Common Tendon Of Triceps Brachii,肱三頭肌的總腱
52,肩關節的動作肌群,Coracobrachialis,喙肱肌
52,肩關節的動作肌群,Coracoid Process,喙突
52,肩關節的動作肌群,Crest Of Ilium,髂嵴
52,肩關節的動作肌群,Deltoid Tuberosity,三角肌粗隆
52,肩關節的動作肌群,Deltoid,三角肌
52,肩關節的動作肌群,Humerus,肱骨
52,肩關節的動作肌群,Infraglenoid Tubercle,盂下結節
52,肩關節的動作肌群,Intertubercular Groove,結節間溝
52,肩關節的動作肌群,Lacertus Fibrosus,腱膜
52,肩關節的動作肌群,Lateral Head Of Triceps Brachii,肱三頭肌的外側頭
52,肩關節的動作肌群,Latissimus Dorsi,背闊肌
52,肩關節的動作肌群,Long Head,長頭
52,肩關節的動作肌群,Medial Head Of Triceps Brachii,肱三頭肌的內側頭
52,肩關節的動作肌群,Olecranon Of Ulna,尺骨鷹嘴
52,肩關節的動作肌群,Pectoralis Major,胸大肌
52,肩關節的動作肌群,Radius,橈骨
52,肩關節的動作肌群,Short Head,短頭
52,肩關節的動作肌群,Shoulder Joint,肩關節
52,肩關節的動作肌群,Spine Of Scapula,肩胛棘
52,肩關節的動作肌群,Sternum,胸骨
52,肩關節的動作肌群,Tendon,肌腱
52,肩關節的動作肌群,Teres Major,大圓肌
52,肩關節的動作肌群,Thoracolumbar Fascia,胸腰筋膜
52,肩關節的動作肌群,Triceps Brachii,肱三頭肌
52,肩關節的動作肌群,Ulna,尺骨
53,肘和橈尺關節的動作肌群,Anconeus,肘肌
53,肘和橈尺關節的動作肌群,Biceps Brachii,肱二頭肌
53,肘和橈尺關節的動作肌群,Bicipital Aponeurosis,肱二頭肌腱膜
53,肘和橈尺關節的動作肌群,Brachialis,肱肌
53,肘和橈尺關節的動作肌群,Brachioradialis,肱橈肌
53,肘和橈尺關節的動作肌群,Common Tendon,總腱
53,肘和橈尺關節的動作肌群,Coracobrachialis,喙肱肌
53,肘和橈尺關節的動作肌群,Coracoid Process,喙突
53,肘和橈尺關節的動作肌群,Greater Tubercle,大結節
53,肘和橈尺關節的動作肌群,Humerus,肱骨
53,肘和橈尺關節的動作肌群,Infraglenoid Tubercle,盂下結節
53,肘和橈尺關節的動作肌群,Interosseous Ligament,骨間韌帶
53,肘和橈尺關節的動作肌群,Lateral Epicondyle,外上髁
53,肘和橈尺關節的動作肌群,Lateral Head,外側頭
53,肘和橈尺關節的動作肌群,Lesser Tubercle,小結節
53,肘和橈尺關節的動作肌群,Medial Epicondyle,內上髁
53,肘和橈尺關節的動作肌群,Medial Head,內側頭
53,肘和橈尺關節的動作肌群,Olecranon,鷹嘴
53,肘和橈尺關節的動作肌群,Pectoralis Minor,胸小肌
53,肘和橈尺關節的動作肌群,Pronator Quadratus,旋前方肌
53,肘和橈尺關節的動作肌群,Pronator Teres,旋前圓肌
53,肘和橈尺關節的動作肌群,Radial Tuberosity,橈骨粗隆
53,肘和橈尺關節的動作肌群,Radius,橈骨
53,肘和橈尺關節的動作肌群,Styloid Process,莖突
53,肘和橈尺關節的動作肌群,Supinator,旋後肌
53,肘和橈尺關節的動作肌群,Supraglenoid Tubercle,盂上結節
53,肘和橈尺關節的動作肌群,Triceps Brachii,肱三頭肌
53,肘和橈尺關節的動作肌群,Ulna,尺骨
54,腕關節和手關節的動作肌群（外在肌群）,Abductor Pollicis Longus,外展拇長肌
54,腕關節和手關節的動作肌群（外在肌群）,Anconeus,肘肌
54,腕關節和手關節的動作肌群（外在肌群）,Biceps Brachii,肱二頭肌
54,腕關節和手關節的動作肌群（外在肌群）,Brachioradialis,肱橈肌
54,腕關節和手關節的動作肌群（外在肌群）,Carpals,腕骨
54,腕關節和手關節的動作肌群（外在肌群）,Distal Phalanx,遠側指節骨
54,腕關節和手關節的動作肌群（外在肌群）,Extensor Carpi Radialis Brevis,橈側伸腕短肌
54,腕關節和手關節的動作肌群（外在肌群）,Extensor Carpi Radialis Longus,橈側伸腕長肌
54,腕關節和手關節的動作肌群（外在肌群）,Extensor Carpi Ulnaris,尺側伸腕肌
54,腕關節和手關節的動作肌群（外在肌群）,Extensor Digiti Minimi,伸小指肌
54,腕關節和手關節的動作肌群（外在肌群）,Extensor Digitorum,伸指肌
54,腕關節和手關節的動作肌群（外在肌群）,Extensor Indicis,伸食指肌
54,腕關節和手關節的動作肌群（外在肌群）,Extensor Pollicis Brevis,伸拇短肌
54,腕關節和手關節的動作肌群（外在肌群）,Extensor Pollicis Longus,伸拇長肌
54,腕關節和手關節的動作肌群（外在肌群）,Flexor Carpi Radialis,橈側屈腕肌
54,腕關節和手關節的動作肌群（外在肌群）,Flexor Carpi Ulnaris,尺側屈腕肌
54,腕關節和手關節的動作肌群（外在肌群）,Flexor Digitorum Profundus,屈指深肌 （FDP）
54,腕關節和手關節的動作肌群（外在肌群）,Flexor Digitorum Superficialis,屈指淺肌 （ FDS）
54,腕關節和手關節的動作肌群（外在肌群）,Flexor Pollicis Longus,屈拇長肌（FPL）
54,腕關節和手關節的動作肌群（外在肌群）,Humerus,肱骨
54,腕關節和手關節的動作肌群（外在肌群）,Index Finger,食指
54,腕關節和手關節的動作肌群（外在肌群）,Interosseous Membrane,骨間膜
54,腕關節和手關節的動作肌群（外在肌群）,Lateral Epicondyle,外上髁
54,腕關節和手關節的動作肌群（外在肌群）,Medial Epicondyle,內上髁
54,腕關節和手關節的動作肌群（外在肌群）,Metacarpal,掌骨
54,腕關節和手關節的動作肌群（外在肌群）,Palmar Aponeurosis,掌腱膜
54,腕關節和手關節的動作肌群（外在肌群）,Palmaris Longus,掌長肌
54,腕關節和手關節的動作肌群（外在肌群）,Pronator Quadratus,旋前方肌
54,腕關節和手關節的動作肌群（外在肌群）,Pronator Teres,旋前圓肌
54,腕關節和手關節的動作肌群（外在肌群）,Proximal Phalanx,近側指節骨
54,腕關節和手關節的動作肌群（外在肌群）,Radius,橈骨
54,腕關節和手關節的動作肌群（外在肌群）,Supinator,旋後肌
54,腕關節和手關節的動作肌群（外在肌群）,Triceps Brachii,肱三頭肌
54,腕關節和手關節的動作肌群（外在肌群）,Ulna,尺骨
55,手關節的動作肌群（內在肌群）,Abductor Digiti Minimi,外展小指肌
55,手關節的動作肌群（內在肌群）,Abductor Pollicis Brevis,外展拇短肌
55,手關節的動作肌群（內在肌群）,Adductor Pollicis,內收拇肌
55,手關節的動作肌群（內在肌群）,Anatomical “Snuff-Box”,解剖「鼻煙壺」
55,手關節的動作肌群（內在肌群）,Base Of Middle Phalanx,中指節骨基底
55,手關節的動作肌群（內在肌群）,Carpal Tunnel,腕隧道
55,手關節的動作肌群（內在肌群）,Collateral Slips,側副腱膜片
55,手關節的動作肌群（內在肌群）,Dorsal Interosseous Muscle,背側骨間肌
55,手關節的動作肌群（內在肌群）,Extensor Expansion,伸指肌腱擴展部
55,手關節的動作肌群（內在肌群）,Extensor Retinaculum,伸肌支持帶
55,手關節的動作肌群（內在肌群）,Fibrous Sheath,纖維鞘
55,手關節的動作肌群（內在肌群）,Flexor Digiti Minimi Brevis,屈小指短肌
55,手關節的動作肌群（內在肌群）,Flexor Pollicis Brevis,屈拇短肌
55,手關節的動作肌群（內在肌群）,Flexor Retinaculum,屈肌支持帶
55,手關節的動作肌群（內在肌群）,Hypothenar Eminence,小魚際
55,手關節的動作肌群（內在肌群）,Interossei Muscle,骨間肌
55,手關節的動作肌群（內在肌群）,Interphalangeal Joint,指骨間關節
55,手關節的動作肌群（內在肌群）,Lumbrical,蚓狀肌
55,手關節的動作肌群（內在肌群）,Median Nerve,正中神經
55,手關節的動作肌群（內在肌群）,Metacarpal Bone,掌骨
55,手關節的動作肌群（內在肌群）,Middle Slip,中腱膜片
55,手關節的動作肌群（內在肌群）,Opponens Digiti Minimi,小指對掌肌
55,手關節的動作肌群（內在肌群）,Opponens Pollicis,拇指對掌肌
55,手關節的動作肌群（內在肌群）,Palmar Aponeurosis,掌腱膜
55,手關節的動作肌群（內在肌群）,Palmar Interosseous,掌側骨間肌
55,手關節的動作肌群（內在肌群）,Palmar Ligament,掌韌帶
55,手關節的動作肌群（內在肌群）,Pisiform Bone,豆狀骨
55,手關節的動作肌群（內在肌群）,Proximal Phalanx,近側指節骨
55,手關節的動作肌群（內在肌群）,Radius,橈骨
55,手關節的動作肌群（內在肌群）,Tendon Of Brachioradialis,肱橈肌的肌腱
55,手關節的動作肌群（內在肌群）,Thenar Eminence,魚際
55,手關節的動作肌群（內在肌群）,Transverse Carpal Ligament,腕橫韌帶
55,手關節的動作肌群（內在肌群）,Ulna,尺骨
56,肌肉複習,Clavicle,鎖骨
56,肌肉複習,Deep Flexors,深層屈肌
56,肌肉複習,Extensor Retinaculum,伸肌支持帶
56,肌肉複習,Flexor Retinaculum,屈肌支持帶
56,肌肉複習,Lateral Epicondyle,外上髁
56,肌肉複習,Medial Epicondyle,內上髁
56,肌肉複習,Olecranon,鷹嘴
56,肌肉複習,Radius,橈骨
56,肌肉複習,Scapular Spine,肩胛棘
56,肌肉複習,Tendons Of Deep Flexors,深層屈肌腱
56,肌肉複習,Ulna,尺骨
56,肌肉複習,Trapezius,斜方肌
56,肌肉複習,Rhomboids,菱形肌
56,肌肉複習,Serratus Anterior,前鋸肌
56,肌肉複習,Deltoid,三角肌
56,肌肉複習,Pectoralis Major,胸大肌
56,肌肉複習,Latissimus Dorsi,背闊肌
56,肌肉複習,Infraspinatus,棘下肌
56,肌肉複習,Teres Minor,小圓肌
56,肌肉複習,Teres Major,大圓肌
56,肌肉複習,Coracobrachialis,喙肱肌
56,肌肉複習,Biceps Brachii,肱二頭肌
56,肌肉複習,Brachialis,肱肌
56,肌肉複習,Triceps Brachii,肱三頭肌
56,肌肉複習,Anconeus,肘肌
56,肌肉複習,Brachioradialis,肱橈肌
56,肌肉複習,Pronator Teres,旋前圓肌
56,肌肉複習,Flexor Carpi Radialis,橈側腕屈肌
56,肌肉複習,Palmaris Longus,掌長肌
56,肌肉複習,Flexor Carpi Ulnaris,尺側腕屈肌
56,肌肉複習,Extensor Carpi Radialis Longus,橈側伸腕長肌
56,肌肉複習,Extensor Carpi Radialis Brevis,橈側伸腕短肌
56,肌肉複習,Extensor Digitorum,指伸肌
56,肌肉複習,Extensor Digiti Minimi,小指伸肌
56,肌肉複習,Extensor Carpi Ulnaris,尺側伸腕肌
56,肌肉複習,Abductor Pollicis Longus,外展拇長肌
56,肌肉複習,Extensor Pollicis Longus,伸拇長肌
56,肌肉複習,Extensor Pollicis Brevis,伸拇短肌
56,肌肉複習,Opponens Pollicis,拇指對掌肌
56,肌肉複習,Abductor Pollicis Brevis,外展拇短肌
56,肌肉複習,Flexor Pollicis Brevis,屈拇短肌
56,肌肉複習,Opponens Digiti Minimi,小指對掌肌
56,肌肉複習,Abductor Digiti Minimi,外展小指肌
56,肌肉複習,Flexor Digiti Minimi Brevis,屈小指短肌
56,肌肉複習,Adductor Pollicis,內收拇肌
56,肌肉複習,Lumbricals,蚓狀肌
56,肌肉複習,Dorsal Interosseous,背側骨間肌
57,臀部肌群,Anterior Superior Iliac Spine,髂前上棘
57,臀部肌群,Coccyx,尾骨
57,臀部肌群,Crest Of Greater Trochanter,大轉子嵴
57,臀部肌群,Fasciae Latae,闊筋膜
57,臀部肌群,Gemellus Inferior,孖下肌
57,臀部肌群,Gemellus Superior,孖上肌
57,臀部肌群,Gluteus Maximus,臀大肌
57,臀部肌群,Gluteus Medius,臀中肌
57,臀部肌群,Gluteus Minimus,臀小肌
57,臀部肌群,Iliac Crest,髂嵴
57,臀部肌群,Iliotibial Tract,髂脛束
57,臀部肌群,Inferior Gluteal Artery,臀下動脈
57,臀部肌群,Ischial Tuberosity,坐骨粗隆
57,臀部肌群,Obturator Externus,閉孔外肌
57,臀部肌群,Obturator Internus,閉孔內肌
57,臀部肌群,Piriformis,梨狀肌
57,臀部肌群,Posterior Superior Iliac Spine,髂後上棘
57,臀部肌群,Quadratus Femoris,股方肌
57,臀部肌群,Sacral Plexus,薦神經叢
57,臀部肌群,Sacrotuberous Ligament,薦結節韌帶
57,臀部肌群,Sacrum,薦骨
