day,day_title,En,zh
1,身體結構入門指南,Cerebrum,大腦
1,身體結構入門指南,Heart,心
1,身體結構入門指南,Liver,肝
1,身體結構入門指南,Lung,肺
1,身體結構入門指南,Spleen,脾
1,身體結構入門指南,Sternum,胸骨
1,身體結構入門指南,Median,正中面
1,身體結構入門指南,Sagittal,矢狀面
1,身體結構入門指南,Coronal,冠狀面
1,身體結構入門指南,Frontal,額面
1,身體結構入門指南,Transverse,橫切面
1,身體結構入門指南,Cross,橫切面
1,身體結構入門指南,Cranial,頭顱的
1,身體結構入門指南,Superior,上方的
1,身體結構入門指南,Anterior,前面的
1,身體結構入門指南,Ventral,腹部的
1,身體結構入門指南,Rostral,嘴側的
1,身體結構入門指南,Posterior,後面的
1,身體結構入門指南,Dorsal,背部的
1,身體結構入門指南,Medial,內側的
1,身體結構入門指南,Lateral,外側的
1,身體結構入門指南,Proximal,近端的
1,身體結構入門指南,Distal,遠端的
1,身體結構入門指南,Caudal,尾部的
1,身體結構入門指南,Inferior,下方的
1,身體結構入門指南,Superficial,淺層的
1,身體結構入門指南,Deep,深的
1,身體結構入門指南,Ipsilateral,同側的
1,身體結構入門指南,Contralateral,對側的
2,身體系統（1）,Adrenal Gland,腎上腺
2,身體系統（1）,Artery,動脈
2,身體系統（1）,Brain,腦
2,身體系統（1）,Cardiac Muscle,心肌
2,身體系統（1）,Cauda Equina,馬尾
2,身體系統（1）,Heart,心臟
2,身體系統（1）,Hypophysis,腦下垂體（腦下腺）
2,身體系統（1）,Islets,胰島
2,身體系統（1）,Joint Capsule,關節囊
2,身體系統（1）,Ligament,韌帶
2,身體系統（1）,Lymph Node,淋巴結
2,身體系統（1）,Lymph Vessel,淋巴管
2,身體系統（1）,Nerve,神經
2,身體系統（1）,Ovary,卵巢
2,身體系統（1）,Pelvis,骨盆
2,身體系統（1）,Pineal,松果腺
2,身體系統（1）,Rib Cage,肋骨架
2,身體系統（1）,Skeletal Muscle,骨骼肌
2,身體系統（1）,Skull,頭顱
2,身體系統（1）,Smooth Muscle,平滑肌
2,身體系統（1）,Spinal Cord,脊髓
2,身體系統（1）,Testis,睪丸
2,身體系統（1）,Tissue,組織
2,身體系統（1）,Thoracic Duct,胸管
2,身體系統（1）,Thymus,胸腺
2,身體系統（1）,Thyroid,甲狀腺
2,身體系統（1）,Vein,靜脈
2,身體系統（1）,Vertebral Column,脊柱
3,身體系統（2）,Alveoli,肺泡
3,身體系統（2）,Blood Vessel,血管
3,身體系統（2）,Bone Marrow,骨髓
3,身體系統（2）,Diaphragm,橫膈膜
3,身體系統（2）,Ductus Deferens,輸精管
3,身體系統（2）,Esophagus,食道
3,身體系統（2）,Gastrointestinal Tract,胃腸道
3,身體系統（2）,Intestine,腸
3,身體系統（2）,Kidney,腎
3,身體系統（2）,Larynx,喉
3,身體系統（2）,Liver,肝
3,身體系統（2）,Lungs,肺
3,身體系統（2）,Lymph Nodes,淋巴結
3,身體系統（2）,Microglia,微小神經膠細胞
3,身體系統（2）,Nasal Cavity,鼻腔
3,身體系統（2）,Ovary,卵巢
3,身體系統（2）,Penis,陰莖
3,身體系統（2）,Prostate,攝護腺
3,身體系統（2）,Salivary Gland,唾液腺
3,身體系統（2）,Seminal Vesicle,儲精囊
3,身體系統（2）,Spleen,脾
3,身體系統（2）,Testis,睪丸
3,身體系統（2）,Thymus,胸腺
3,身體系統（2）,Tonsil,扁桃腺
3,身體系統（2）,Trachea,氣管
3,身體系統（2）,Ureter,輸尿管
3,身體系統（2）,Urethra,尿道
3,身體系統（2）,Urinary Bladder,膀胱
3,身體系統（2）,Uterine Tube,輸卵管
3,身體系統（2）,Uterus,子宮
3,身體系統（2）,Vagina,陰道
4,腔隙與襯膜,Abdominal Wall,腹壁
4,腔隙與襯膜,Anterior Thoracic Wall,前胸壁
4,腔隙與襯膜,Costal Cartilage,肋軟骨
4,腔隙與襯膜,Diaphragm,橫膈
4,腔隙與襯膜,Digestive Tract,消化道
4,腔隙與襯膜,Epithelial Cell,上皮細胞
4,腔隙與襯膜,Esophagus,食道
4,腔隙與襯膜,Foramen Magnum,枕骨大孔
4,腔隙與襯膜,Kidney,腎
4,腔隙與襯膜,Large Intestine,大腸
4,腔隙與襯膜,Mediastinum,縱膈
4,腔隙與襯膜,Mucosa,黏膜
4,腔隙與襯膜,Nasal Cavity,鼻腔
4,腔隙與襯膜,Parietal Peritoneum,壁層腹膜
4,腔隙與襯膜,Parietal Pleura,壁層胸膜
4,腔隙與襯膜,Posterior Thoracic Wall,後胸壁
4,腔隙與襯膜,Respiratory Tract,呼吸道
4,腔隙與襯膜,Small Intestine,小腸
4,腔隙與襯膜,Sternum,胸骨
4,腔隙與襯膜,Stomach,胃
4,腔隙與襯膜,Thoracic Diaphragm,胸膈/橫膈膜
4,腔隙與襯膜,Thoracic Wall,胸壁
4,腔隙與襯膜,Urinary Bladder,膀胱
4,腔隙與襯膜,Urinary Tract,泌尿道
4,腔隙與襯膜,Visceral Peritoneum,臟層腹膜
4,腔隙與襯膜,Visceral Pleura,臟層胸膜
5,細胞簡介,Actin Filament,肌動蛋白絲
5,細胞簡介,Cartilage Cell,軟骨細胞
5,細胞簡介,Centrosome,中心體
5,細胞簡介,Endocytosis,胞飲作用
5,細胞簡介,Epithelial Cell,上皮細胞
5,細胞簡介,Exocytosis,胞吐作用
5,細胞簡介,Fibroblast,纖維母細胞
5,細胞簡介,Inclusion,包含體
5,細胞簡介,Neuron,神經元
5,細胞簡介,Skeletal Muscle,骨骼肌
5,細胞簡介,Smooth Muscle,平滑肌
5,細胞簡介,White Blood Cell,白血球
5,細胞簡介,Aster,星狀體
5,細胞簡介,Cell Membrane,細胞膜
5,細胞簡介,Centriole,中心粒
5,細胞簡介,Centromere,著絲粒
5,細胞簡介,Centrosome,中心體
5,細胞簡介,Chromatid,染色分體
5,細胞簡介,Chromatin,染色質
5,細胞簡介,Chromosome,染色體
5,細胞簡介,Contractile Ring,收縮環
5,細胞簡介,Kinetochore,著絲點
5,細胞簡介,Microtubules,微小管
5,細胞簡介,Nuclear Membrane,核膜
5,細胞簡介,Nucleolus,核仁
5,細胞簡介,Nucleus,細胞核
5,細胞簡介,Spindle Pole,紡錘極
5,細胞簡介,Spindle,紡錘體
6,上皮組織,Basement Membrane,基底膜
6,上皮組織,Blood Vessel,血管
6,上皮組織,Bronchus,支氣管
6,上皮組織,Capillary,微血管
6,上皮組織,Cilia,纖毛
6,上皮組織,Duct Cell,管道細胞
6,上皮組織,Free Surface,游離面
6,上皮組織,Gastrointestinal Tract,胃腸道
6,上皮組織,Gland Cell,腺細胞
6,上皮組織,Heart Cavity,心臟腔室
6,上皮組織,Keratin,角質素
6,上皮組織,Kidney,腎
6,上皮組織,Lung,肺
6,上皮組織,Mammary Gland,乳腺
6,上皮組織,Microvilli,微絨毛
6,上皮組織,Myoepithelia,肌上皮
6,上皮組織,Nasal Cavity,鼻腔
6,上皮組織,Oral Cavity,口腔
6,上皮組織,Sebaceous Gland,皮脂腺
6,上皮組織,Secretory Cell,分泌細胞
6,上皮組織,Skin,皮膚
6,上皮組織,Stomach,胃
6,上皮組織,Supporting Connective Tissue,支持性結締組織
6,上皮組織,Surface,表面
6,上皮組織,Sweat Gland,汗腺
6,上皮組織,Thyroid Gland,甲狀腺
6,上皮組織,Trachea,氣管
6,上皮組織,Urinary Bladder,膀胱
7,纖維性結締組織,Collagen,膠原蛋白
7,纖維性結締組織,Deep Fascia,深筋膜
7,纖維性結締組織,Dermis,真皮
7,纖維性結締組織,Elastic Fiber,彈性纖維
7,纖維性結締組織,Fibroblast,纖維母細胞
7,纖維性結締組織,Humerus,肱骨
7,纖維性結締組織,Ligament,韌帶
7,纖維性結締組織,Muscle,肌肉
7,纖維性結締組織,Macrophage,巨噬細胞
7,纖維性結締組織,Matrix,基質
7,纖維性結締組織,Mast Cell,肥胖細胞
7,纖維性結締組織,Plasma Cell,漿細胞
7,纖維性結締組織,Reticular Fiber,網狀纖維
7,纖維性結締組織,Scapula,肩胛骨
7,纖維性結締組織,Superficial Fascia,淺筋膜
8,支持性結締組織,Articular Cartilage,關節軟骨
8,支持性結締組織,Canaliculi,骨小管
8,支持性結締組織,Chondrocyte,軟骨細胞
8,支持性結締組織,Circumferential Lamella,環骨板
8,支持性結締組織,Compact Bone,密質骨/緻密骨
8,支持性結締組織,Fibrocartilage,纖維軟骨
8,支持性結締組織,Haversian Canal,哈維氏管
8,支持性結締組織,Haversian System,哈維氏系統
8,支持性結締組織,Interstitial Lamella,間質骨板
8,支持性結締組織,Intervertebral Disk,椎間盤
8,支持性結締組織,Lacuna,骨穴
8,支持性結締組織,Lamellae,骨板
8,支持性結締組織,Matrix,基質
8,支持性結締組織,Nucleus,細胞核
8,支持性結締組織,Osteoblast,成骨細胞/造骨細胞
8,支持性結締組織,Osteoclast,蝕骨細胞
8,支持性結締組織,Osteon,骨元
8,支持性結締組織,Osteocyte,骨細胞
8,支持性結締組織,Periosteum,骨膜
8,支持性結締組織,Pinna Of Ear,耳廓
8,支持性結締組織,Spongy Bone,海綿骨
8,支持性結締組織,Trabecula,骨小樑
8,支持性結締組織,Vertebral Body,椎體
8,支持性結締組織,Vertebral Column,脊柱
8,支持性結締組織,Volkmann'S Canal,佛氏管
9,肌肉組織,Capillary,微血管
9,肌肉組織,Cardiac Muscle,心肌
9,肌肉組織,Connective Tissue,結締組織
9,肌肉組織,Endomysium,肌內膜
9,肌肉組織,Gastrointestinal Tract,胃腸道
9,肌肉組織,Intercalated Disc,閏盤
9,肌肉組織,Intermediate Fiber,中間型纖維/中間絲
9,肌肉組織,Joint,關節
9,肌肉組織,Left Ventricle,左心室
9,肌肉組織,Mitochondrion,粒線體
9,肌肉組織,Muscle Belly,肌腹
9,肌肉組織,Muscle Tone,肌張力
9,肌肉組織,Myoblast,肌母細胞/成肌細胞
9,肌肉組織,Myofibrils,肌原纖維
9,肌肉組織,Myofilament,肌絲
9,肌肉組織,Nucleus,細胞核
9,肌肉組織,Plasmalemma,胞漿質膜
9,肌肉組織,Red Fiber,紅肌纖維
9,肌肉組織,Sarcolemma,肌纖維膜
9,肌肉組織,Sarcoplasm,肌漿質
9,肌肉組織,Skeletal Muscle,骨骼肌
9,肌肉組織,Smooth Muscle,平滑肌
9,肌肉組織,Sphincter,括約肌
9,肌肉組織,Striated Muscle,橫紋肌
9,肌肉組織,Tendon,肌腱
9,肌肉組織,Visceral Muscle,內臟肌
9,肌肉組織,White Fiber,白肌纖維
10,骨骼肌的細微結構,Actin,肌動蛋白
10,骨骼肌的細微結構,Adenosine Triphosphate,三磷酸腺苷（ATP）
10,骨骼肌的細微結構,Bundle Of Fibers,肌纖維束
10,骨骼肌的細微結構,Cross Bridge,橫橋
10,骨骼肌的細微結構,Mitochondrion,粒線體
10,骨骼肌的細微結構,Muscle Fiber,肌纖維
10,骨骼肌的細微結構,Muscle,肌肉
10,骨骼肌的細微結構,Myofibril,肌原纖維
10,骨骼肌的細微結構,Myosin,肌凝蛋白
10,骨骼肌的細微結構,Sarcolemma,肌纖維膜
10,骨骼肌的細微結構,Sarcomere,肌節
10,骨骼肌的細微結構,Sarcoplasmic Reticulum,肌漿內質網（SR）
10,骨骼肌的細微結構,Skeletal Muscle Cell,骨骼肌細胞
10,骨骼肌的細微結構,Thick Filament,粗肌絲
10,骨骼肌的細微結構,Thin Filament,細肌絲
10,骨骼肌的細微結構,Transverse Tubule System,橫小管系統（TTS）
11,神經組織,Axon,軸突
11,神經組織,Bipolar Neuron,雙極神經元
11,神經組織,Blood Vessel,血管
11,神經組織,Blood-Brain Barrier,血腦屏障
11,神經組織,Brain,腦
11,神經組織,Cell Body,細胞本體
11,神經組織,Central Process,中樞突
11,神經組織,Cytoplasm,細胞質
11,神經組織,Dendrite,樹突
11,神經組織,Endoplasmic Reticulum,內質網
11,神經組織,Fibrous Astrocyte,纖維性星狀神經膠細胞
11,神經組織,Microglia,微小神經膠細胞
11,神經組織,Motor Neuron,運動神經元
11,神經組織,Multipolar Neuron,多極神經元
11,神經組織,Myelin,髓鞘
11,神經組織,Nerve,神經
11,神經組織,Neurilemma,神經鞘
11,神經組織,Neuroglia,神經膠細胞
11,神經組織,Neuromuscular Junction,神經肌肉接合點
11,神經組織,Neuron,神經元
11,神經組織,Nissl Substance,尼氏小體
11,神經組織,Nodes Of Ranvier,蘭氏結
11,神經組織,Nucleolus,核仁
11,神經組織,Nucleus,細胞核
11,神經組織,Oligodendrocyte,寡樹突神經膠細胞
11,神經組織,Peripheral Process,周邊突起
11,神經組織,Phagocyte,吞噬細胞
11,神經組織,Process,突起
11,神經組織,Protoplasmic Astrocyte,原漿性星狀神經膠細胞
11,神經組織,Pseudounipolar Neuron,偽單極神經元
11,神經組織,Receptor,受器
11,神經組織,Schwann Cell,許旺氏細胞
11,神經組織,Sensory Neuron,感覺神經元
11,神經組織,Skeletal Muscle,骨骼肌
11,神經組織,Skin,皮膚
11,神經組織,Spinal Cord,脊髓
12,組織間的整合,Arteriole,小動脈
12,組織間的整合,Artery,動脈
12,組織間的整合,Capillary,微血管
12,組織間的整合,Cutaneous Nerve,皮神經
12,組織間的整合,Deep Fascia,深筋膜
12,組織間的整合,Dermis,真皮
12,組織間的整合,Epithelial Tissue,上皮組織
12,組織間的整合,Gland,腺體
12,組織間的整合,Lamina Propria,固有層
12,組織間的整合,Ligament,韌帶
12,組織間的整合,Lumen,內腔
12,組織間的整合,Lymph Vessel,淋巴管
12,組織間的整合,Mucosal Lining,黏膜內襯
12,組織間的整合,Myofascial Tissue,肌筋膜組織
12,組織間的整合,Periosteum,骨膜
12,組織間的整合,Serosa,漿膜
12,組織間的整合,Sharpey'S Fiber,夏庇氏纖維
12,組織間的整合,Skeletal Muscle,骨骼肌
12,組織間的整合,Smooth Muscle,平滑肌
12,組織間的整合,Superficial Fascia,淺筋膜
12,組織間的整合,Subepithelial Layer,上皮下層
12,組織間的整合,Submucosa,黏膜下層
12,組織間的整合,Tendon,肌腱
12,組織間的整合,Tunica Muscularis,肌織膜
12,組織間的整合,Vein,靜脈
12,組織間的整合,Venule,小靜脈
12,組織間的整合,Villus,絨毛
13,表皮,Basement Membrane,基底膜
13,表皮,Capillary,微血管
13,表皮,Corneocyte,角質細胞
13,表皮,Cuticle,甲床表皮
13,表皮,Dendritic Cell,樹突狀細胞
13,表皮,Epidermis,表皮
13,表皮,Eponychium,甲上皮
13,表皮,Integumentary System,皮膚系統
13,表皮,Keratinocyte,角質形成細胞
13,表皮,Langerhans Cell,蘭格漢氏細胞
13,表皮,Lunule,指甲弧（月牙）
13,表皮,Matrix,基質
13,表皮,Melanin Granules,黑色素顆粒
13,表皮,Melanocyte,黑色素細胞
13,表皮,Merkel Cell,梅克爾氏細胞
13,表皮,Mitotic Cell,有絲分裂細胞
13,表皮,Nail Bed,甲床
13,表皮,Nail Plate,指甲板
13,表皮,Nail Root,指甲根
13,表皮,Sensory Axon,感覺軸突
13,表皮,Superficial Fascia,淺筋膜
13,表皮,Stratum Basale,基底層
13,表皮,Stratum Corneum,角質層
13,表皮,Stratum Granulosum,顆粒層
13,表皮,Stratum Lucidum,透明層
13,表皮,Stratum Spinosum,棘狀層
13,表皮,Sweat Pore,汗孔
14,真皮,Acinus,腺泡
14,真皮,Arrector Pili Muscle,豎毛肌
14,真皮,Artery,動脈
14,真皮,Basement Membrane,基底膜
14,真皮,Bulb,毛囊球
14,真皮,Capillary Plexus,微血管叢
14,真皮,Collagen Fibers,膠原纖維
14,真皮,Dermal Papilla,真皮乳突
14,真皮,Duct Epithelium,導管上皮
14,真皮,Elastic Fiber,彈性纖維
14,真皮,Epithelial Cell,上皮細胞
14,真皮,Follicle,毛囊
14,真皮,Gland Cell,腺細胞
14,真皮,Gland Epithelium,腺體上皮
14,真皮,Hair Shaft,毛幹
14,真皮,Lipid,脂質
14,真皮,Lymphatic Vessel,淋巴管
14,真皮,Matrix,基質
14,真皮,Meissner'S Corpuscle,梅斯納氏小體
14,真皮,Nerve,神經
14,真皮,Papillary Layer,乳突層
14,真皮,Papillary Peg,乳突錐
14,真皮,Receptor,受器
14,真皮,Reticular Layers,網狀層
14,真皮,Sebaceous Gland,皮脂腺
14,真皮,Sebum,皮脂
14,真皮,Secretion,分泌作用
14,真皮,Superficial Fascia,淺筋膜
14,真皮,Sweat Gland,汗腺
14,真皮,Sweat,汗
14,真皮,Vein,靜脈
15,長骨結構,Articular Cartilage,關節軟骨
15,長骨結構,Articular Surface,關節面
15,長骨結構,Calcium Hydroxyapatite,羥磷灰石
15,長骨結構,Cancellous Bone,疏鬆骨
15,長骨結構,Compact Bone,緻密骨
15,長骨結構,Diaphysis,骨幹
15,長骨結構,Endosteum,內骨膜
15,長骨結構,Epiphyseal Line,骨骺線
15,長骨結構,Epiphysis,骨骺
15,長骨結構,Extracellular Matrix,細胞外基質
15,長骨結構,Haversian System,哈維氏系統
15,長骨結構,Hematopoietic Tissue,造血組織
15,長骨結構,Hyaline Cartilage,透明軟骨
15,長骨結構,Long Bone,長骨
15,長骨結構,Medullary Cavity,骨髓腔
15,長骨結構,Nutrient Artery,營養動脈
15,長骨結構,Nutrient Foramen,營養孔
15,長骨結構,Periosteum,骨膜
15,長骨結構,Red Marrow,紅骨髓
15,長骨結構,Shaft,骨幹
15,長骨結構,Sinusoid,竇狀隙
15,長骨結構,Spongy Bone,海綿骨
15,長骨結構,Trabecula,骨小樑
15,長骨結構,Yellow Marrow,黃骨髓
16,軟骨內骨化,Articular Cartilage,關節軟骨
16,軟骨內骨化,Bone Collar,骨頸
16,軟骨內骨化,Calcified Cartilage,鈣化的軟骨
16,軟骨內骨化,Compact Bone,緻密骨
16,軟骨內骨化,Epiphyseal Line,骨骺線
16,軟骨內骨化,Epiphyseal Plate,骨骺板
16,軟骨內骨化,Epiphyseal,骨骺
16,軟骨內骨化,Endochondral Bone,軟骨內成骨
16,軟骨內骨化,Endochondral Ossification,軟骨內骨化
16,軟骨內骨化,Hyaline Cartilage,透明軟骨
16,軟骨內骨化,Intramembranous Ossification,膜內骨化
16,軟骨內骨化,Marrow Cavity,骨髓腔
16,軟骨內骨化,Marrow Space,骨髓腔隙
16,軟骨內骨化,Medullary Cavity,骨髓腔
16,軟骨內骨化,Metaphysis,骨幹骺端
16,軟骨內骨化,Nutrient Artery,營養動脈
16,軟骨內骨化,Osteoblast,造骨細胞
16,軟骨內骨化,Perichondrium,軟骨膜
16,軟骨內骨化,Periosteal Bone,骨膜性骨
16,軟骨內骨化,Periosteal Bud,骨膜芽
16,軟骨內骨化,Periosteal Osteoblast,骨膜成骨細胞
16,軟骨內骨化,Periosteum,骨膜
16,軟骨內骨化,Primary Centers Of Ossification,初級骨化中心
16,軟骨內骨化,Secondary Centers Of Ossification,次級骨化中心
17,中軸骨骼/附肢骨骼,Appendicular Skeleton,附肢骨骼
17,中軸骨骼/附肢骨骼,Axial Skeleton,中軸骨骼
17,中軸骨骼/附肢骨骼,Carpal Bone,腕骨
17,中軸骨骼/附肢骨骼,Clavicle,鎖骨
17,中軸骨骼/附肢骨骼,Cortex,皮質
17,中軸骨骼/附肢骨骼,Cranium,顱骨
17,中軸骨骼/附肢骨骼,Facial Bone,顏面骨
17,中軸骨骼/附肢骨骼,Femur,股骨
17,中軸骨骼/附肢骨骼,Fibula,腓骨
17,中軸骨骼/附肢骨骼,Flat Bone,扁平骨
17,中軸骨骼/附肢骨骼,Humerus,肱骨
17,中軸骨骼/附肢骨骼,Hyoid Bone,舌骨
17,中軸骨骼/附肢骨骼,Intercostal Space,肋間隙
17,中軸骨骼/附肢骨骼,Irregular Bone,不規則骨
17,中軸骨骼/附肢骨骼,Long Bone,長骨
17,中軸骨骼/附肢骨骼,Metacarpal Bone,掌骨
17,中軸骨骼/附肢骨骼,Patella,髕骨
17,中軸骨骼/附肢骨骼,Patellar Tendon,髕腱
17,中軸骨骼/附肢骨骼,Pectoral Girdle,肩帶/上肢帶
17,中軸骨骼/附肢骨骼,Pelvic Girdle,骨盆帶
17,中軸骨骼/附肢骨骼,Phalanges,趾骨
17,中軸骨骼/附肢骨骼,Quadriceps Femoris,股四頭肌
17,中軸骨骼/附肢骨骼,Radius,橈骨
17,中軸骨骼/附肢骨骼,Rib,肋骨
17,中軸骨骼/附肢骨骼,Scapula,肩胛骨
17,中軸骨骼/附肢骨骼,Sesamoid Bone,種子骨
17,中軸骨骼/附肢骨骼,Short Bone,短骨
17,中軸骨骼/附肢骨骼,Skull,頭顱
17,中軸骨骼/附肢骨骼,Sternum,胸骨
17,中軸骨骼/附肢骨骼,Synovial Joint,滑液關節
17,中軸骨骼/附肢骨骼,Tarsal Bone,跗骨
17,中軸骨骼/附肢骨骼,Tibia,脛骨
17,中軸骨骼/附肢骨骼,Ulna,尺骨
17,中軸骨骼/附肢骨骼,Vertebral Column,脊柱
17,中軸骨骼/附肢骨骼,Vertebra,脊椎骨
18,關節的分類,Acromioclavicular Joint,肩鎖關節
18,關節的分類,Amphiarthrosis,微動關節
18,關節的分類,Articular Cartilage,關節軟骨
18,關節的分類,Articulating Bones,以關節相連的骨頭
18,關節的分類,Articulation,關節
18,關節的分類,Ball-And-Socket Joint,杵臼關節
18,關節的分類,Bicondylar Knee Joint,雙髁膝關節
18,關節的分類,Bursa,滑液囊
18,關節的分類,Capitulum,肱骨小頭
18,關節的分類,Carpometacarpal Joint,腕掌關節
18,關節的分類,Cartilaginous Joint,軟骨關節
18,關節的分類,Collateral Ligament,副韌帶
18,關節的分類,Condyloid Joint,髁狀關節
18,關節的分類,Condylar Joint,髁狀關節
18,關節的分類,Diarthrosis,可動關節
18,關節的分類,Ellipsoid Joint,橢圓關節
18,關節的分類,Epiphyseal Plate,骨骺板
18,關節的分類,Facet Joint,小面關節
18,關節的分類,Fibrocartilage Joint,纖維軟骨關節
18,關節的分類,Fibrous Joint,纖維關節
18,關節的分類,Gliding Joint,滑動關節
18,關節的分類,Gomphosis,嵌合關節
18,關節的分類,Hinge Joint,屈戍關節
18,關節的分類,Humeroulnar Joint,肱尺關節
18,關節的分類,Intercarpal Joint,腕骨間關節
18,關節的分類,Interosseous Ligament,骨間韌帶
18,關節的分類,Interphalangeal Joint,指（趾）骨間關節
18,關節的分類,Intertarsal Joint,跗骨間關節
18,關節的分類,Intervertebral Disc,椎間盤
18,關節的分類,Joint Capsule,關節囊
18,關節的分類,Muscle,肌肉
18,關節的分類,Tendon,肌腱
18,關節的分類,Partially Movable Joint,微動關節
18,關節的分類,Periosteum,骨膜
18,關節的分類,Pivot Joint,車軸關節
18,關節的分類,Radiocarpal Joint,橈腕關節
18,關節的分類,Sacroiliac Joint,薦髂關節
18,關節的分類,Saddle Joint,鞍狀關節
18,關節的分類,Sellar Joint,鞍狀關節
18,關節的分類,Sternal Angle,胸骨角
18,關節的分類,Suture,骨縫
18,關節的分類,Symphysis Pubis,恥骨聯合
18,關節的分類,Symphysis,聯合關節
18,關節的分類,Synarthrosis,不動關節
18,關節的分類,Synchondrosis,軟骨結合關節
18,關節的分類,Syndesmosis,韌帶聯合關節
18,關節的分類,Synovial Cavity,滑液腔
18,關節的分類,Synovial Joint,滑液關節
18,關節的分類,Synovial Membrane,滑液膜
18,關節的分類,Temporomandibular Joint,顳顎關節
18,關節的分類,Vertebral Body,椎體
19,動作相關術語,Abduction,外展
19,動作相關術語,Adduction,內收
19,動作相關術語,Ankle,踝
19,動作相關術語,Atlantoaxial Joint,寰軸關節
19,動作相關術語,Calcaneocuboid Joint,跟骰關節
19,動作相關術語,Circumduction,迴旋
19,動作相關術語,Dorsiflexion,背側屈曲
19,動作相關術語,Elbow,肘
19,動作相關術語,Eversion,外翻
19,動作相關術語,Extension,伸展
19,動作相關術語,Finger,手指
19,動作相關術語,Flexion,屈曲
19,動作相關術語,Hip,臀
19,動作相關術語,Hyperextension,伸展過度
19,動作相關術語,Internal Rotation,內旋
19,動作相關術語,Medial Rotation,內旋
19,動作相關術語,Inversion,內翻
19,動作相關術語,Knee,膝
19,動作相關術語,Lateral Rotation,外旋
19,動作相關術語,Neck,頸
19,動作相關術語,Plantar Flexion,蹠屈
19,動作相關術語,Radiohumeral Joint,肱橈關節
19,動作相關術語,Radioulnar Joint,橈尺關節
19,動作相關術語,Rotation,旋轉
19,動作相關術語,Shoulder,肩
19,動作相關術語,Spine,脊椎
19,動作相關術語,Subtalar Joint,距骨下關節
19,動作相關術語,Supination,旋後
19,動作相關術語,Talocalcaneal Joint,距跟關節
19,動作相關術語,Talonavicular Joint,距舟關節
19,動作相關術語,Toes,腳趾
19,動作相關術語,Transverse Tarsal Joint,橫跗關節
19,動作相關術語,Wrist,腕
20,頭顱骨的組成（1）,Angle,下頷角
20,頭顱骨的組成（1）,Anterior Nasal Spine,前鼻棘
20,頭顱骨的組成（1）,Body,下頷體
20,頭顱骨的組成（1）,Condyle,髁狀突
20,頭顱骨的組成（1）,Coronal Suture,冠狀縫
20,頭顱骨的組成（1）,Cranial Bone,顱骨
20,頭顱骨的組成（1）,Cutaneous Branch,皮支
20,頭顱骨的組成（1）,Ethmoid Bone,篩骨
20,頭顱骨的組成（1）,External Auditory Meatus,外耳道
20,頭顱骨的組成（1）,External Occipital Protuberance,枕外隆凸
20,頭顱骨的組成（1）,Facial Bone,顏面骨
20,頭顱骨的組成（1）,Frontal Bone,額骨
20,頭顱骨的組成（1）,Glabella,眉間
20,頭顱骨的組成（1）,Inferior Nasal Concha,下鼻甲
20,頭顱骨的組成（1）,Inferior Orbital Buttress,眶下壁
20,頭顱骨的組成（1）,Inferior Orbital Fissure,下眶裂
20,頭顱骨的組成（1）,Infraorbital Foramen,眶下孔
20,頭顱骨的組成（1）,Infraorbital Nerve,眶下神經
20,頭顱骨的組成（1）,Infratemporal Fossa,顳下窩
20,頭顱骨的組成（1）,Lacrimal Bone,淚骨
20,頭顱骨的組成（1）,Lambdoidal Suture,人字縫
20,頭顱骨的組成（1）,Lateral Orbital Buttress,眶外壁
20,頭顱骨的組成（1）,Lateral Pterygoid Plates,翼外板
20,頭顱骨的組成（1）,Medial Pterygoid Plates,翼內板
20,頭顱骨的組成（1）,Mandible,下頷骨
20,頭顱骨的組成（1）,Mandibular Foramen,下頷孔
20,頭顱骨的組成（1）,Mastoid Process,乳突
20,頭顱骨的組成（1）,Maxilla,上頷骨
20,頭顱骨的組成（1）,Medial Orbital Wall,眶內側壁
20,頭顱骨的組成（1）,Mental Foramen,頦孔
20,頭顱骨的組成（1）,Mental Nerve,頦神經
20,頭顱骨的組成（1）,Mental Protuberance,頦隆凸
20,頭顱骨的組成（1）,Middle Meningeal Artery,中腦膜動脈
20,頭顱骨的組成（1）,Nasal Bone,鼻骨
20,頭顱骨的組成（1）,Nasal Cavity,鼻腔
20,頭顱骨的組成（1）,Occipital Bone,枕骨
20,頭顱骨的組成（1）,Occipital Condyle,枕骨髁
20,頭顱骨的組成（1）,Optic Canal,視神經孔
20,頭顱骨的組成（1）,Orbit,眼眶
20,頭顱骨的組成（1）,Palatine Bone,腭骨
20,頭顱骨的組成（1）,Parietal Bone,頂骨
20,頭顱骨的組成（1）,Ramus,枝
20,頭顱骨的組成（1）,Sagittal Suture,矢狀縫
20,頭顱骨的組成（1）,Sphenoid Bone,蝶骨
20,頭顱骨的組成（1）,Styloid Process,莖突
20,頭顱骨的組成（1）,Superior Nuchal Line,上項線
20,頭顱骨的組成（1）,Superior Orbital Fissure,上眶裂
20,頭顱骨的組成（1）,Superior Orbital Buttress,眶上壁
20,頭顱骨的組成（1）,Supraorbital Foramen,眶上孔
20,頭顱骨的組成（1）,Supraorbital Nerve,眶上神經
20,頭顱骨的組成（1）,Temporal Bone,顳骨
20,頭顱骨的組成（1）,Temporalis Muscle,顳肌
20,頭顱骨的組成（1）,Temporomandibular Joint,顳顎關節
